timer_t-5,fight_result_t-5,has_round_started_t-5,is_round_over_t-5,player1_id_t-5,p1_health_t-5,p1_x_t-5,p1_y_t-5,p1_jumping_t-5,p1_crouching_t-5,p1_in_move_t-5,p1_move_id_t-5,player2_id_t-5,p2_health_t-5,p2_x_t-5,p2_y_t-5,p2_jumping_t-5,p2_crouching_t-5,p2_in_move_t-5,p2_move_id_t-5,diff_x_t-5,diff_y_t-5,diff_health_t-5,player1_buttons_up_t-5,player1_buttons_down_t-5,player1_buttons_right_t-5,player1_buttons_left_t-5,player1_buttons_y_t-5,player1_buttons_b_t-5,player1_buttons_x_t-5,player1_buttons_a_t-5,player1_buttons_l_t-5,player1_buttons_r_t-5,timer_t-4,fight_result_t-4,has_round_started_t-4,is_round_over_t-4,player1_id_t-4,p1_health_t-4,p1_x_t-4,p1_y_t-4,p1_jumping_t-4,p1_crouching_t-4,p1_in_move_t-4,p1_move_id_t-4,player2_id_t-4,p2_health_t-4,p2_x_t-4,p2_y_t-4,p2_jumping_t-4,p2_crouching_t-4,p2_in_move_t-4,p2_move_id_t-4,diff_x_t-4,diff_y_t-4,diff_health_t-4,player1_buttons_up_t-4,player1_buttons_down_t-4,player1_buttons_right_t-4,player1_buttons_left_t-4,player1_buttons_y_t-4,player1_buttons_b_t-4,player1_buttons_x_t-4,player1_buttons_a_t-4,player1_buttons_l_t-4,player1_buttons_r_t-4,timer_t-3,fight_result_t-3,has_round_started_t-3,is_round_over_t-3,player1_id_t-3,p1_health_t-3,p1_x_t-3,p1_y_t-3,p1_jumping_t-3,p1_crouching_t-3,p1_in_move_t-3,p1_move_id_t-3,player2_id_t-3,p2_health_t-3,p2_x_t-3,p2_y_t-3,p2_jumping_t-3,p2_crouching_t-3,p2_in_move_t-3,p2_move_id_t-3,diff_x_t-3,diff_y_t-3,diff_health_t-3,player1_buttons_up_t-3,player1_buttons_down_t-3,player1_buttons_right_t-3,player1_buttons_left_t-3,player1_buttons_y_t-3,player1_buttons_b_t-3,player1_buttons_x_t-3,player1_buttons_a_t-3,player1_buttons_l_t-3,player1_buttons_r_t-3,timer_t-2,fight_result_t-2,has_round_started_t-2,is_round_over_t-2,player1_id_t-2,p1_health_t-2,p1_x_t-2,p1_y_t-2,p1_jumping_t-2,p1_crouching_t-2,p1_in_move_t-2,p1_move_id_t-2,player2_id_t-2,p2_health_t-2,p2_x_t-2,p2_y_t-2,p2_jumping_t-2,p2_crouching_t-2,p2_in_move_t-2,p2_move_id_t-2,diff_x_t-2,diff_y_t-2,diff_health_t-2,player1_buttons_up_t-2,player1_buttons_down_t-2,player1_buttons_right_t-2,player1_buttons_left_t-2,player1_buttons_y_t-2,player1_buttons_b_t-2,player1_buttons_x_t-2,player1_buttons_a_t-2,player1_buttons_l_t-2,player1_buttons_r_t-2,timer_t-1,fight_result_t-1,has_round_started_t-1,is_round_over_t-1,player1_id_t-1,p1_health_t-1,p1_x_t-1,p1_y_t-1,p1_jumping_t-1,p1_crouching_t-1,p1_in_move_t-1,p1_move_id_t-1,player2_id_t-1,p2_health_t-1,p2_x_t-1,p2_y_t-1,p2_jumping_t-1,p2_crouching_t-1,p2_in_move_t-1,p2_move_id_t-1,diff_x_t-1,diff_y_t-1,diff_health_t-1,player1_buttons_up_t-1,player1_buttons_down_t-1,player1_buttons_right_t-1,player1_buttons_left_t-1,player1_buttons_y_t-1,player1_buttons_b_t-1,player1_buttons_x_t-1,player1_buttons_a_t-1,player1_buttons_l_t-1,player1_buttons_r_t-1,timer_t-0,fight_result_t-0,has_round_started_t-0,is_round_over_t-0,player1_id_t-0,p1_health_t-0,p1_x_t-0,p1_y_t-0,p1_jumping_t-0,p1_crouching_t-0,p1_in_move_t-0,p1_move_id_t-0,player2_id_t-0,p2_health_t-0,p2_x_t-0,p2_y_t-0,p2_jumping_t-0,p2_crouching_t-0,p2_in_move_t-0,p2_move_id_t-0,diff_x_t-0,diff_y_t-0,diff_health_t-0,player1_buttons_up_t-0,player1_buttons_down_t-0,player1_buttons_right_t-0,player1_buttons_left_t-0,player1_buttons_y_t-0,player1_buttons_b_t-0,player1_buttons_x_t-0,player1_buttons_a_t-0,player1_buttons_l_t-0,player1_buttons_r_t-0,player1_buttons_up,player1_buttons_down,player1_buttons_right,player1_buttons_left,player1_buttons_y,player1_buttons_b,player1_buttons_x,player1_buttons_a,player1_buttons_l,player1_buttons_r
153,NOT_OVER,False,False,11,176,205,192,False,False,False,0,5,176,307,192,False,False,False,0,-102,0,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,207,192,False,False,False,0,5,176,307,192,False,False,False,0,-100,0,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,212,192,False,False,False,0,5,176,307,192,False,False,False,0,-95,0,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,212,192,False,False,False,0,5,176,307,192,True,False,False,0,-95,0,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,215,192,False,False,False,0,5,176,307,183,True,False,False,0,-92,9,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,220,192,False,False,False,0,5,176,311,175,True,False,False,0,-91,17,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,11,176,207,192,False,False,False,0,5,176,307,192,False,False,False,0,-100,0,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,212,192,False,False,False,0,5,176,307,192,False,False,False,0,-95,0,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,212,192,False,False,False,0,5,176,307,192,True,False,False,0,-95,0,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,215,192,False,False,False,0,5,176,307,183,True,False,False,0,-92,9,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,220,192,False,False,False,0,5,176,311,175,True,False,False,0,-91,17,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,223,192,False,False,False,0,5,176,314,167,True,False,False,0,-91,25,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,11,176,212,192,False,False,False,0,5,176,307,192,False,False,False,0,-95,0,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,212,192,False,False,False,0,5,176,307,192,True,False,False,0,-95,0,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,215,192,False,False,False,0,5,176,307,183,True,False,False,0,-92,9,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,220,192,False,False,False,0,5,176,311,175,True,False,False,0,-91,17,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,223,192,False,False,False,0,5,176,314,167,True,False,False,0,-91,25,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,159,True,False,False,0,-91,33,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,11,176,212,192,False,False,False,0,5,176,307,192,True,False,False,0,-95,0,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,215,192,False,False,False,0,5,176,307,183,True,False,False,0,-92,9,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,220,192,False,False,False,0,5,176,311,175,True,False,False,0,-91,17,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,223,192,False,False,False,0,5,176,314,167,True,False,False,0,-91,25,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,159,True,False,False,0,-91,33,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,152,True,False,False,0,-91,40,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,11,176,215,192,False,False,False,0,5,176,307,183,True,False,False,0,-92,9,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,220,192,False,False,False,0,5,176,311,175,True,False,False,0,-91,17,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,223,192,False,False,False,0,5,176,314,167,True,False,False,0,-91,25,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,159,True,False,False,0,-91,33,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,152,True,False,False,0,-91,40,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,231,192,False,False,False,0,5,176,321,146,True,False,False,0,-90,46,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,11,176,220,192,False,False,False,0,5,176,311,175,True,False,False,0,-91,17,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,223,192,False,False,False,0,5,176,314,167,True,False,False,0,-91,25,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,159,True,False,False,0,-91,33,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,152,True,False,False,0,-91,40,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,231,192,False,False,False,0,5,176,321,146,True,False,False,0,-90,46,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,233,192,False,False,False,0,5,176,323,139,True,False,False,0,-90,53,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,11,176,223,192,False,False,False,0,5,176,314,167,True,False,False,0,-91,25,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,159,True,False,False,0,-91,33,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,152,True,False,False,0,-91,40,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,231,192,False,False,False,0,5,176,321,146,True,False,False,0,-90,46,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,233,192,False,False,False,0,5,176,323,139,True,False,False,0,-90,53,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,236,192,False,False,False,0,5,176,326,133,True,False,False,0,-90,59,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,159,True,False,False,0,-91,33,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,152,True,False,False,0,-91,40,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,231,192,False,False,False,0,5,176,321,146,True,False,False,0,-90,46,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,233,192,False,False,False,0,5,176,323,139,True,False,False,0,-90,53,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,236,192,False,False,False,0,5,176,326,133,True,False,False,0,-90,59,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,238,192,False,False,False,0,5,176,328,128,True,False,False,0,-90,64,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,11,176,225,192,False,False,False,0,5,176,316,152,True,False,False,0,-91,40,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,231,192,False,False,False,0,5,176,321,146,True,False,False,0,-90,46,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,233,192,False,False,False,0,5,176,323,139,True,False,False,0,-90,53,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,236,192,False,False,False,0,5,176,326,133,True,False,False,0,-90,59,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,238,192,False,False,False,0,5,176,328,128,True,False,False,0,-90,64,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,241,192,False,False,False,0,5,176,331,123,True,False,False,0,-90,69,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
153,NOT_OVER,False,False,11,176,231,192,False,False,False,0,5,176,321,146,True,False,False,0,-90,46,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,233,192,False,False,False,0,5,176,323,139,True,False,False,0,-90,53,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,236,192,False,False,False,0,5,176,326,133,True,False,False,0,-90,59,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,238,192,False,False,False,0,5,176,328,128,True,False,False,0,-90,64,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,241,192,False,False,False,0,5,176,331,123,True,False,False,0,-90,69,0,False,False,True,False,False,False,False,False,False,False,153,NOT_OVER,False,False,11,176,241,192,False,False,False,0,5,176,331,118,True,False,False,0,-90,74,0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
