timer,fight_result,has_round_started,is_round_over,player1_id,p1_health,p1_x,p1_y,p1_jumping,p1_crouching,p1_in_move,p1_move_id,player1_buttons_up,player1_buttons_down,player1_buttons_right,player1_buttons_left,player1_buttons_select,player1_buttons_start,player1_buttons_y,player1_buttons_b,player1_buttons_x,player1_buttons_a,player1_buttons_l,player1_buttons_r,player2_id,p2_health,p2_x,p2_y,p2_jumping,p2_crouching,p2_in_move,p2_move_id,diff_x,diff_y,diff_health
153,NOT_OVER,False,False,7,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,7,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,7,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,7,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,7,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,7,176,205,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,307,192,False,False,False,0,-102,0,0
153,NOT_OVER,False,False,7,176,204,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,305,192,False,False,False,0,-101,0,0
153,NOT_OVER,False,False,7,176,202,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,302,192,False,False,False,0,-100,0,0
153,NOT_OVER,False,False,7,176,201,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,301,192,False,False,False,0,-100,0,0
153,NOT_OVER,False,False,7,176,201,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,299,192,False,False,False,0,-98,0,0
153,NOT_OVER,False,False,7,176,201,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,299,192,False,False,False,0,-98,0,0
153,NOT_OVER,False,False,7,176,200,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,298,192,False,False,False,0,-98,0,0
153,NOT_OVER,False,False,7,176,198,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,295,192,False,False,False,0,-97,0,0
153,NOT_OVER,False,False,7,176,197,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,293,192,False,False,False,0,-96,0,0
153,NOT_OVER,False,False,7,176,197,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,292,192,False,False,False,0,-95,0,0
153,NOT_OVER,False,False,7,176,197,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,292,192,False,False,False,0,-95,0,0
153,NOT_OVER,False,False,7,176,195,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,289,192,False,False,False,0,-94,0,0
153,NOT_OVER,False,False,7,176,195,192,False,False,False,0,False,False,False,True,False,False,False,False,False,False,False,False,6,176,289,192,False,False,False,0,-94,0,0
153,NOT_OVER,False,False,7,176,193,192,False,False,False,0,False,False,False,True,False,False,False,False,False,True,False,False,6,176,286,192,False,False,False,0,-93,0,0
